YEAR,state,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PS,QV2M,RH2M,T2MDEW,T2MWET,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS2M
2002,Nevada,94.21,5.52,24.28,18.99,12.65,0.27,,0.18,44.66,109.95,22.24,0.37,0.37,0.29,78.26,2.93,40.56,-7.38,0.42,28.56,8.9,274.94,272.25,3.86,2.66
2003,Nevada,90.92,5.82,22.18,18.18,12.25,0.27,,0.16,50.19,109.62,22.05,0.37,0.38,0.31,78.25,3.6,44.81,-5.27,1.73,28.55,9.37,259.88,258.69,3.84,2.64
2004,Nevada,89.14,5.64,22.29,17.84,12.02,0.27,,0.19,48.94,109.73,22.08,0.37,0.37,0.31,78.25,3.48,47.62,-5.38,1.28,28.51,8.55,262.5,260.31,3.88,2.7
2005,Nevada,88.84,5.66,21.74,17.7,12.0,0.27,,0.17,50.3,109.87,22.02,0.41,0.41,0.38,78.23,3.78,50.38,-4.2,1.87,28.55,8.36,242.75,241.44,3.87,2.66
2006,Nevada,90.52,5.71,22.33,18.07,12.2,0.27,,0.18,49.31,109.64,22.01,0.37,0.38,0.3,78.26,3.42,44.06,-5.85,1.1,28.55,8.69,232.81,231.06,3.96,2.74
2007,Nevada,91.48,5.54,23.1,18.35,12.29,0.27,,0.17,47.14,109.41,22.06,0.36,0.37,0.32,78.28,3.42,44.06,-5.87,1.19,28.54,8.67,262.06,261.19,4.01,2.77
2008,Nevada,93.62,5.33,24.27,18.8,12.61,0.28,,0.2,44.66,109.57,22.12,0.36,0.36,0.3,78.25,3.05,43.06,-7.02,0.38,28.5,8.38,280.88,279.19,4.16,2.89
2009,Nevada,89.87,5.68,22.62,17.97,12.07,0.27,,0.19,47.83,109.23,21.98,0.38,0.38,0.32,78.24,3.54,46.94,-5.46,0.96,28.54,7.88,276.69,275.44,3.88,2.67
2010,Nevada,88.54,5.92,20.94,17.71,11.98,0.26,,0.2,53.49,109.8,22.13,0.38,0.38,0.32,78.1,3.42,48.69,-5.56,0.91,28.55,8.01,245.88,245.19,4.13,2.88
2011,Nevada,91.24,5.76,23.18,18.24,12.27,0.27,,0.16,45.98,110.05,22.15,0.39,0.4,0.36,78.2,3.48,47.25,-5.52,0.83,28.55,7.64,264.38,262.81,4.13,2.87
2012,Nevada,92.59,5.15,24.1,18.59,12.45,0.28,,0.17,43.68,109.42,22.05,0.34,0.34,0.29,78.24,3.54,42.5,-5.8,1.56,28.52,9.5,236.81,236.75,4.05,2.82
2013,Nevada,92.26,5.32,23.98,18.49,12.41,0.27,,0.19,43.78,109.85,22.1,0.37,0.38,0.33,78.29,3.6,45.56,-5.67,1.02,28.56,8.1,287.31,286.69,3.91,2.71
2014,Nevada,90.51,5.55,22.99,18.05,12.2,0.27,,0.16,45.56,110.09,22.08,0.37,0.37,0.33,78.3,3.85,44.88,-4.52,2.23,28.56,9.51,274.19,272.62,3.87,2.67
2015,Nevada,88.62,5.89,21.53,17.65,11.94,0.26,,0.17,50.02,109.28,21.91,0.36,0.37,0.32,78.29,3.91,46.44,-4.2,2.42,28.56,9.54,258.62,255.06,3.77,2.6
2016,Nevada,90.79,5.21,23.29,18.12,12.26,0.27,,0.19,46.17,110.06,22.09,0.4,0.41,0.35,78.28,3.6,47.19,-4.87,1.82,28.51,8.77,249.75,248.5,3.89,2.67
2017,Nevada,89.09,5.34,22.48,17.72,12.01,0.27,,0.17,46.98,109.84,21.97,0.38,0.39,0.34,78.28,3.85,45.75,-4.36,2.3,28.55,9.33,258.56,256.19,3.96,2.74
2018,Nevada,90.23,5.51,22.48,18.0,12.13,0.27,,0.17,46.65,109.39,21.96,0.36,0.36,0.3,78.29,3.6,43.88,-5.38,1.73,28.55,9.46,278.56,276.0,3.73,2.58
2019,Nevada,88.27,5.42,22.02,17.59,11.92,0.26,,0.19,48.56,110.1,22.1,0.41,0.41,0.36,78.16,3.72,50.12,-4.76,1.37,28.55,7.86,253.31,250.44,3.91,2.72
2020,Nevada,95.1,5.47,24.91,19.06,12.66,0.27,,0.18,40.81,109.13,22.0,0.35,0.35,0.25,78.34,3.05,39.25,-6.88,1.18,28.51,9.98,284.25,281.69,3.96,2.74
2021,Nevada,90.82,5.63,22.74,18.15,12.08,0.26,,0.18,43.76,108.09,21.77,0.35,0.35,0.29,78.27,3.66,44.06,-5.13,1.95,28.55,9.63,279.44,278.19,3.89,2.7
2022,Nevada,92.69,5.62,23.66,18.41,12.41,0.27,,0.19,44.68,110.24,22.05,0.37,0.37,0.31,78.32,3.78,43.94,-5.1,1.88,28.56,9.44,284.0,282.25,3.91,2.72
1981,Arizona,,,,,,,,,,,,0.5,0.48,0.48,80.88,5.19,50.62,-0.46,5.48,,10.68,215.31,225.62,2.45,0.47
1982,Arizona,,,,,,,,,,,,0.54,0.52,0.53,80.81,5.19,56.88,-0.44,4.62,,8.98,208.19,220.0,2.68,0.5
1983,Arizona,,,,,,,,,,,,0.58,0.55,0.57,80.77,5.8,62.12,1.39,5.64,,9.19,215.88,225.56,2.52,0.48
1984,Arizona,,,,18.9,,,,0.14,50.6,,21.87,0.54,0.52,0.52,80.82,5.43,56.12,-0.09,5.01,30.18,9.53,205.06,226.31,2.55,0.46
1985,Arizona,,,,19.22,,,,0.14,50.82,,22.16,0.56,0.53,0.55,80.87,5.25,57.62,0.2,5.15,30.21,9.39,207.5,224.0,2.54,0.48
1986,Arizona,,,,19.02,,,,0.14,51.21,,22.29,0.53,0.52,0.52,80.91,5.25,55.31,0.1,5.36,30.21,9.88,209.5,224.31,2.51,0.47
1987,Arizona,,,,19.14,,,,0.14,54.31,,22.36,0.53,0.52,0.52,80.85,4.94,55.19,-0.79,4.56,30.21,9.01,200.25,219.5,2.38,0.48
1988,Arizona,,,,19.17,,,,0.12,48.1,,21.78,0.53,0.51,0.52,80.93,5.25,54.12,-0.38,5.02,30.18,9.66,206.25,225.44,2.56,0.48
1989,Arizona,,,,20.49,,,,0.12,40.48,,22.17,0.5,0.48,0.46,80.94,4.52,45.75,-2.33,4.48,30.23,10.48,222.75,234.06,2.72,0.51
1990,Arizona,,,,19.33,,,,0.14,50.5,,22.19,0.49,0.48,0.48,80.89,5.0,53.0,-1.02,4.65,30.23,9.55,212.44,221.44,2.62,0.5
1991,Arizona,,,,19.63,,,,0.15,47.54,,22.26,0.52,0.51,0.52,80.87,4.94,54.38,-0.88,4.52,30.23,9.2,209.06,223.44,2.6,0.48
1992,Arizona,,,,19.06,,,,0.17,49.91,,22.29,0.57,0.55,0.57,80.88,5.68,61.38,1.08,5.48,30.19,9.02,210.75,229.81,2.45,0.47
1993,Arizona,,,,19.74,,,,0.15,44.94,,22.37,0.61,0.57,0.59,80.89,5.25,58.44,0.31,5.08,30.21,9.1,219.25,232.06,2.64,0.5
1994,Arizona,,,,19.28,,,,0.14,49.77,,22.28,0.52,0.5,0.5,80.91,5.0,52.31,-0.74,4.96,30.21,9.84,216.25,228.81,2.53,0.49
1995,Arizona,,,,19.51,,,,0.12,46.68,,22.26,0.54,0.52,0.52,80.87,5.13,53.81,-0.12,5.41,30.21,10.04,217.38,229.69,2.48,0.49
1996,Arizona,,,,19.82,,,,0.12,46.58,,22.41,0.48,0.48,0.43,80.89,4.76,46.5,-1.92,4.78,30.17,10.73,226.88,235.5,2.64,0.5
1997,Arizona,,,,19.72,,,,0.13,48.08,,22.71,0.5,0.48,0.47,80.85,4.88,51.31,-1.18,4.86,30.21,10.11,216.31,231.62,2.61,0.49
1998,Arizona,,,,19.79,,,,0.13,46.64,,22.91,0.52,0.5,0.51,80.82,5.13,55.31,-0.49,4.77,30.22,9.24,211.88,222.0,2.67,0.51
1999,Arizona,,,,20.22,,,,0.14,39.79,,22.68,0.49,0.48,0.45,80.94,4.7,46.0,-2.1,4.48,30.23,10.19,203.69,214.31,2.66,0.51
2000,Arizona,,,,19.94,,,,0.15,44.78,,22.55,0.49,0.48,0.44,80.93,4.7,47.19,-1.71,4.94,30.19,10.81,220.25,228.5,2.55,0.49
2001,Arizona,102.12,5.23,25.87,20.18,13.75,0.32,,0.14,39.18,117.38,23.32,0.5,0.48,0.47,80.91,4.94,50.38,-0.88,5.26,30.23,10.58,214.12,224.5,2.48,0.49
2002,Arizona,104.48,5.19,27.33,20.87,14.01,0.33,,0.14,34.93,117.15,23.48,0.47,0.46,0.38,80.91,4.03,40.25,-4.13,3.76,30.23,10.87,220.31,229.5,2.71,0.52
2003,Arizona,102.43,5.25,26.23,20.27,13.77,0.32,,0.13,37.66,117.17,23.3,0.49,0.48,0.45,80.9,4.88,47.31,-1.38,5.25,30.22,11.07,222.25,234.5,2.58,0.5
2004,Arizona,102.0,4.87,26.63,20.21,13.72,0.32,,0.13,35.75,117.26,23.34,0.49,0.48,0.45,80.89,4.58,49.38,-1.73,4.64,30.18,10.3,209.69,223.25,2.62,0.49
2005,Arizona,102.8,5.11,26.26,20.26,13.88,0.33,,0.14,38.52,117.63,23.3,0.55,0.52,0.52,80.9,5.31,53.94,0.19,5.67,30.21,10.36,214.12,225.94,2.53,0.48
2006,Arizona,101.14,5.38,25.84,19.97,13.62,0.32,,0.14,38.51,117.33,23.29,0.48,0.47,0.42,80.92,4.88,46.94,-1.92,4.64,30.21,10.47,211.12,223.31,2.57,0.48
2007,Arizona,102.57,5.16,26.42,20.27,13.79,0.32,,0.14,37.35,117.03,23.24,0.49,0.48,0.45,80.9,5.0,48.56,-1.25,5.11,30.21,10.7,220.81,233.19,2.58,0.49
2008,Arizona,104.67,4.63,28.04,20.76,14.05,0.33,,0.15,33.16,117.24,23.33,0.53,0.51,0.52,80.88,5.0,51.44,-1.19,4.65,30.17,9.69,219.06,231.19,2.65,0.51
2009,Arizona,102.88,5.23,26.67,20.39,13.84,0.32,,0.14,36.21,117.28,23.36,0.5,0.48,0.45,80.88,4.7,48.0,-1.67,4.64,30.21,10.15,214.31,226.12,2.65,0.5
2010,Arizona,102.16,5.01,26.19,20.15,13.77,0.31,,0.15,38.97,117.48,23.29,0.52,0.51,0.51,80.81,5.19,54.12,-0.35,5.12,30.22,9.84,207.12,215.62,2.67,0.5
2011,Arizona,105.29,4.68,28.18,20.87,14.12,0.34,,0.15,33.62,117.47,23.36,0.5,0.48,0.47,80.86,4.7,48.38,-1.99,4.37,30.22,9.98,206.69,222.44,2.77,0.51
2012,Arizona,105.05,4.69,28.28,20.84,14.08,0.33,,0.14,29.82,117.2,23.31,0.48,0.48,0.43,80.92,4.76,44.94,-2.02,4.99,30.19,11.04,211.75,222.06,2.55,0.51
2013,Arizona,101.98,4.92,27.09,20.19,13.72,0.31,,0.14,33.8,117.33,23.3,0.51,0.49,0.48,80.88,4.94,50.0,-1.48,4.61,30.23,10.09,208.19,226.38,2.69,0.48
2014,Arizona,103.79,4.99,27.28,20.48,13.97,0.33,,0.13,33.88,117.72,23.3,0.5,0.48,0.46,80.93,5.07,47.69,-0.99,5.48,30.22,11.14,224.5,235.75,2.56,0.49
2015,Arizona,100.48,5.16,25.75,19.7,13.54,0.31,,0.13,37.2,117.38,23.14,0.52,0.5,0.51,80.92,5.74,55.44,1.04,6.23,30.23,10.65,207.88,225.25,2.49,0.48
2016,Arizona,102.96,4.7,27.4,20.28,13.83,0.32,,0.13,33.7,117.41,23.21,0.51,0.49,0.49,80.96,5.25,51.62,-0.05,5.81,30.18,10.85,209.69,223.31,2.57,0.49
2017,Arizona,103.86,4.85,27.15,20.44,13.98,0.34,,0.13,34.12,117.68,23.25,0.53,0.5,0.48,80.94,5.25,49.56,-0.2,6.05,30.21,11.43,214.44,223.12,2.59,0.5
2018,Arizona,103.34,4.77,27.31,20.39,13.86,0.32,,0.13,34.62,117.29,23.21,0.48,0.48,0.44,80.94,5.07,46.62,-1.26,5.48,30.21,11.39,216.81,225.44,2.56,0.5
2019,Arizona,102.88,4.97,26.59,20.24,13.9,0.33,,0.14,36.87,117.96,23.34,0.52,0.51,0.5,80.85,5.07,53.44,-0.46,5.18,30.21,10.07,211.25,221.0,2.67,0.51
2020,Arizona,107.1,4.58,28.95,21.12,14.28,0.33,,0.13,29.87,117.31,23.29,0.52,0.49,0.45,80.96,4.58,44.31,-1.83,5.26,30.18,11.55,215.44,227.06,2.64,0.5
2021,Arizona,102.62,5.22,26.19,20.2,13.7,0.32,,0.14,37.81,116.84,23.18,0.49,0.48,0.45,80.91,5.25,48.44,-0.8,5.66,30.22,11.36,214.81,221.94,2.56,0.49
2022,Arizona,104.27,4.89,27.32,20.48,13.95,0.33,,0.14,36.45,117.84,23.3,0.51,0.49,0.48,80.93,5.37,49.62,-0.7,5.46,30.23,10.94,199.44,214.38,2.6,0.48
1981,Utah,,,,,,,,,,,,0.42,0.43,0.42,81.55,4.46,50.44,-1.74,4.14,,9.84,224.19,234.06,3.23,2.12
1982,Utah,,,,,,,,,,,,0.51,0.52,0.55,81.48,4.58,60.19,-1.81,2.69,,6.55,214.12,225.5,3.19,2.09
1983,Utah,,,,,,,,,,,,0.53,0.55,0.57,81.43,5.0,62.69,-0.45,3.73,,7.41,213.94,224.12,3.09,2.03
1984,Utah,,,,17.19,,,,0.26,57.52,,21.66,0.53,0.54,0.57,81.56,4.7,61.56,-1.44,2.83,28.5,6.39,229.0,244.19,3.03,1.99
1985,Utah,,,,17.77,,,,0.23,53.91,,21.55,0.46,0.47,0.49,81.57,4.03,54.12,-3.01,2.54,28.54,7.55,230.19,240.38,3.08,2.04
1986,Utah,,,,17.53,,,,0.21,56.95,,21.71,0.46,0.47,0.48,81.59,4.46,53.19,-1.57,3.94,28.54,9.08,223.12,233.69,3.19,2.09
1987,Utah,,,,17.74,,,,0.2,56.76,,21.56,0.41,0.41,0.41,81.58,4.15,49.88,-2.92,3.14,28.54,8.84,216.25,230.94,3.09,2.05
1988,Utah,,,,17.65,,,,0.22,57.17,,21.28,0.41,0.42,0.41,81.64,4.03,51.0,-3.13,2.91,28.51,8.41,231.12,241.88,3.2,2.12
1989,Utah,,,,18.07,,,,0.19,54.81,,21.48,0.41,0.41,0.39,81.64,3.78,47.69,-3.86,2.62,28.56,8.62,234.44,242.56,3.24,2.16
1990,Utah,,,,17.56,,,,0.21,60.02,,21.33,0.41,0.41,0.4,81.57,4.03,48.75,-3.27,2.89,28.56,8.63,230.69,241.19,3.23,2.15
1991,Utah,,,,17.35,,,,0.21,55.96,,21.5,0.42,0.43,0.43,81.57,4.21,52.0,-2.74,2.86,28.56,8.01,223.06,233.25,3.15,2.09
1992,Utah,,,,17.64,,,,0.23,54.77,,21.38,0.43,0.44,0.45,81.59,4.39,52.81,-1.99,3.63,28.51,8.61,217.12,228.5,3.08,2.03
1993,Utah,,,,17.89,,,,0.26,51.02,,21.72,0.51,0.52,0.54,81.57,4.27,57.06,-2.35,2.62,28.55,6.98,225.44,236.56,3.14,2.06
1994,Utah,,,,17.51,,,,0.23,55.89,,21.5,0.45,0.45,0.46,81.58,4.15,51.25,-2.57,3.4,28.54,8.81,217.12,226.25,3.23,2.12
1995,Utah,,,,17.66,,,,0.19,56.33,,21.59,0.51,0.52,0.55,81.56,4.7,56.25,-1.03,3.9,28.54,8.22,222.38,231.12,3.19,2.1
1996,Utah,,,,17.63,,,,0.21,57.38,,21.63,0.45,0.45,0.46,81.55,4.21,52.75,-2.42,3.3,28.5,8.5,230.56,239.12,3.42,2.26
1997,Utah,,,,17.71,,,,0.2,56.97,,22.05,0.55,0.57,0.59,81.58,4.94,59.06,-0.7,3.88,28.54,7.81,215.06,228.75,3.06,1.99
1998,Utah,,,,17.58,,,,0.22,59.64,,21.94,0.48,0.49,0.52,81.47,4.7,56.88,-1.14,3.73,28.55,8.11,214.12,223.12,3.1,2.05
1999,Utah,,,,17.96,,,,0.2,53.3,,21.85,0.43,0.44,0.44,81.63,4.21,48.5,-2.69,3.4,28.56,9.01,222.06,231.5,3.24,2.14
2000,Utah,,,,17.75,,,,0.2,55.57,,21.85,0.42,0.43,0.42,81.6,4.15,49.75,-2.48,3.7,28.52,9.47,227.25,235.56,3.23,2.13
2001,Utah,90.31,5.9,21.71,17.85,12.39,0.27,,0.23,50.37,111.27,22.24,0.41,0.42,0.4,81.59,4.09,48.5,-2.83,3.68,28.56,9.79,220.81,231.25,3.19,2.09
2002,Utah,92.42,5.61,23.39,18.42,12.68,0.27,,0.23,45.62,111.27,22.38,0.41,0.42,0.39,81.59,3.66,44.94,-4.29,2.76,28.56,9.47,238.25,246.38,3.12,2.08
2003,Utah,88.98,6.16,20.58,17.53,12.26,0.27,,0.22,53.66,111.2,22.21,0.42,0.43,0.42,81.58,4.39,49.06,-2.13,4.12,28.55,9.88,230.75,240.06,3.11,2.06
2004,Utah,88.41,6.0,20.94,17.42,12.21,0.27,,0.24,52.28,111.21,22.19,0.44,0.45,0.44,81.59,4.33,53.0,-1.99,3.73,28.51,9.01,226.19,235.62,3.15,2.09
2005,Utah,88.16,5.95,20.97,17.35,12.14,0.27,,0.22,51.44,111.32,22.18,0.48,0.48,0.5,81.59,4.7,54.81,-1.0,4.26,28.55,9.01,224.0,232.75,3.09,2.05
2006,Utah,89.09,5.91,21.42,17.56,12.26,0.27,,0.23,50.95,111.12,22.17,0.45,0.45,0.45,81.62,4.39,51.31,-2.02,3.75,28.55,9.06,221.25,231.38,3.08,2.05
2007,Utah,91.8,5.88,22.61,18.18,12.54,0.27,,0.22,47.8,110.77,22.14,0.41,0.42,0.41,81.6,4.15,48.5,-2.83,3.56,28.54,9.51,232.75,242.0,3.12,2.08
2008,Utah,92.22,5.75,22.89,18.28,12.65,0.28,,0.25,46.27,110.95,22.23,0.45,0.45,0.45,81.58,4.03,51.81,-3.2,2.62,28.5,7.73,243.62,252.19,3.16,2.1
2009,Utah,90.88,6.0,22.29,17.96,12.49,0.27,,0.24,48.67,110.98,22.18,0.44,0.45,0.45,81.58,4.33,52.56,-2.31,3.23,28.54,8.14,237.56,245.38,3.21,2.13
2010,Utah,88.41,6.03,20.62,17.44,12.2,0.27,,0.24,53.93,111.3,22.24,0.44,0.45,0.44,81.47,4.33,53.19,-2.18,3.44,28.55,8.77,223.62,231.38,3.37,2.23
2011,Utah,88.82,6.01,21.34,17.5,12.2,0.27,,0.23,50.41,111.29,22.21,0.49,0.5,0.52,81.55,4.58,55.81,-1.84,3.19,28.55,7.5,227.75,235.62,3.13,2.09
2012,Utah,91.65,5.56,23.05,18.17,12.53,0.28,,0.22,45.81,110.73,22.13,0.4,0.41,0.39,81.59,4.21,46.38,-2.85,3.85,28.52,10.08,227.94,235.25,3.28,2.18
2013,Utah,90.84,5.77,22.44,17.93,12.51,0.27,,0.25,47.36,111.38,22.18,0.44,0.45,0.45,81.61,4.52,52.88,-2.19,3.33,28.56,8.3,234.31,246.38,2.98,1.99
2014,Utah,89.7,5.84,21.72,17.67,12.32,0.27,,0.21,48.13,111.21,22.14,0.41,0.41,0.4,81.61,4.46,48.19,-1.97,4.21,28.56,10.08,239.62,247.06,3.23,2.16
2015,Utah,90.39,5.93,21.88,17.79,12.41,0.27,,0.22,47.85,111.14,22.08,0.41,0.41,0.4,81.62,4.64,49.44,-1.49,4.59,28.56,10.27,225.62,235.31,3.06,2.05
2016,Utah,90.7,5.59,22.41,17.86,12.48,0.28,,0.23,47.02,111.45,22.16,0.39,0.4,0.36,81.63,4.21,47.69,-2.37,4.12,28.51,10.43,218.56,227.5,3.42,2.28
2017,Utah,90.95,5.54,22.64,17.9,12.49,0.28,,0.23,47.04,111.48,22.13,0.41,0.42,0.41,81.61,4.58,49.88,-1.43,4.6,28.55,10.39,232.94,241.12,3.31,2.23
2018,Utah,90.41,5.62,22.11,17.85,12.38,0.27,,0.21,46.87,110.95,22.12,0.38,0.38,0.35,81.62,4.27,46.06,-2.7,3.97,28.55,10.51,236.94,244.56,3.21,2.15
2019,Utah,89.64,5.65,21.74,17.57,12.4,0.27,,0.26,48.56,112.05,22.27,0.42,0.43,0.41,81.52,4.33,51.62,-2.44,3.39,28.55,8.87,225.88,234.62,3.27,2.19
2020,Utah,94.2,5.91,23.25,18.65,12.85,0.28,,0.23,43.91,110.91,22.22,0.38,0.38,0.3,81.66,3.54,41.44,-4.63,3.07,28.51,10.62,241.12,249.12,3.33,2.23
2021,Utah,90.59,6.02,21.43,17.91,12.31,0.27,,0.21,48.05,109.98,22.0,0.39,0.39,0.37,81.59,4.39,47.12,-2.3,4.23,28.55,10.54,230.44,240.19,3.3,2.2
2022,Utah,92.38,6.05,22.28,18.18,12.66,0.28,,0.24,47.69,111.75,22.25,0.4,0.4,0.38,81.64,4.39,47.44,-2.61,3.79,28.56,10.04,240.81,249.5,3.18,2.13
1981,Idaho,,,,,,,,,,,,0.41,0.4,0.48,77.66,3.85,72.94,-4.35,-1.32,,0.21,230.19,191.75,2.03,0.38
1982,Idaho,,,,,,,,,,,,0.48,0.45,0.55,77.54,4.09,81.5,-4.37,-2.49,,-2.05,224.56,198.69,2.04,0.38
1983,Idaho,,,,,,,,,,,,0.46,0.44,0.54,77.51,4.21,81.44,-3.63,-1.71,,-1.23,216.69,189.75,1.98,0.37
1984,Idaho,,,,15.84,,,,0.23,60.12,,20.57,0.43,0.41,0.49,77.64,3.97,80.31,-4.7,-2.61,26.67,-2.16,229.62,204.5,2.05,0.39
1985,Idaho,,,,16.78,,,,0.2,55.63,,20.59,0.38,0.37,0.45,77.68,3.6,73.94,-5.77,-2.87,26.71,-1.97,235.06,208.75,2.0,0.39
1986,Idaho,,,,15.98,,,,0.2,61.04,,20.48,0.45,0.43,0.52,77.7,4.15,75.25,-3.41,-0.81,26.71,0.19,231.25,200.0,2.01,0.38
1987,Idaho,,,,16.54,,,,0.17,59.0,,20.47,0.36,0.34,0.4,77.74,3.66,66.38,-5.13,-1.26,26.71,0.87,232.31,198.94,1.98,0.41
1988,Idaho,,,,16.21,,,,0.19,61.78,,20.23,0.35,0.34,0.38,77.75,3.6,69.69,-5.41,-1.8,26.67,0.06,235.62,207.06,2.11,0.41
1989,Idaho,,,,16.25,,,,0.17,60.44,,20.41,0.38,0.37,0.43,77.73,3.85,73.56,-4.67,-1.77,26.73,-0.31,233.0,212.5,2.05,0.37
1990,Idaho,,,,15.99,,,,0.18,61.23,,20.41,0.38,0.36,0.44,77.66,3.85,72.69,-4.68,-1.67,26.73,-0.03,236.44,204.44,2.11,0.36
1991,Idaho,,,,16.3,,,,0.2,55.98,,20.45,0.38,0.36,0.43,77.69,3.72,73.62,-4.96,-1.98,26.73,-0.66,233.69,208.25,2.05,0.41
1992,Idaho,,,,16.4,,,,0.21,56.93,,20.43,0.37,0.36,0.42,77.72,3.85,70.44,-4.46,-1.17,26.68,0.44,233.88,201.38,2.01,0.41
1993,Idaho,,,,16.13,,,,0.21,55.48,,20.68,0.41,0.39,0.46,77.66,3.78,76.06,-4.87,-2.45,26.72,-1.63,229.88,199.62,1.93,0.38
1994,Idaho,,,,16.29,,,,0.2,57.25,,20.41,0.33,0.32,0.36,77.67,3.54,68.75,-5.4,-1.7,26.71,0.42,232.12,206.12,2.1,0.39
1995,Idaho,,,,16.2,,,,0.19,60.88,,20.55,0.44,0.42,0.51,77.63,4.15,76.0,-3.74,-1.27,26.71,-0.42,228.38,198.56,2.08,0.38
1996,Idaho,,,,16.42,,,,0.21,60.48,,20.62,0.48,0.45,0.53,77.6,4.03,76.12,-4.13,-1.57,26.67,-0.57,235.06,215.81,2.17,0.38
1997,Idaho,,,,16.58,,,,0.2,57.74,,21.01,0.48,0.46,0.55,77.71,4.27,78.81,-3.58,-1.42,26.71,-0.87,229.94,202.5,2.0,0.38
1998,Idaho,,,,16.29,,,,0.22,62.23,,20.93,0.41,0.4,0.47,77.56,4.21,76.75,-3.45,-0.91,26.72,0.32,222.44,199.69,1.97,0.37
1999,Idaho,,,,16.91,,,,0.22,54.88,,20.84,0.39,0.38,0.42,77.72,3.66,70.88,-5.1,-1.82,26.73,-0.19,232.25,208.38,2.12,0.39
2000,Idaho,,,,16.9,,,,0.21,56.98,,20.85,0.37,0.35,0.41,77.7,3.72,71.25,-4.76,-1.45,26.69,0.29,234.62,212.44,2.07,0.38
2001,Idaho,81.12,6.09,19.29,16.21,11.03,0.23,,0.2,57.05,102.66,20.68,0.34,0.33,0.38,77.7,3.66,67.38,-5.09,-1.32,26.73,0.65,233.19,206.5,2.09,0.41
2002,Idaho,81.09,6.06,19.6,16.25,11.01,0.22,,0.2,56.88,102.48,20.67,0.36,0.35,0.4,77.71,3.72,71.19,-4.97,-1.7,26.73,0.01,240.75,222.0,2.05,0.39
2003,Idaho,79.57,5.94,18.62,15.83,10.86,0.23,,0.19,57.7,102.38,20.6,0.38,0.37,0.42,77.7,4.03,71.5,-3.99,-0.72,26.72,0.94,236.0,216.38,2.05,0.39
2004,Idaho,78.19,6.03,18.39,15.59,10.66,0.22,,0.19,59.1,102.41,20.58,0.38,0.37,0.45,77.72,4.09,73.94,-3.59,-0.77,26.68,0.54,235.81,210.25,1.99,0.38
2005,Idaho,78.81,5.9,19.21,15.73,10.73,0.22,,0.19,56.04,102.57,20.65,0.39,0.38,0.46,77.68,3.91,71.12,-4.24,-1.06,26.72,0.43,230.69,207.62,2.0,0.38
2006,Idaho,78.78,5.81,18.76,15.73,10.73,0.23,,0.2,57.91,101.88,20.54,0.43,0.41,0.49,77.7,4.09,74.62,-4.07,-1.2,26.72,0.06,225.5,203.75,2.09,0.38
2007,Idaho,80.09,6.01,19.21,16.04,10.86,0.23,,0.2,56.73,101.87,20.54,0.41,0.39,0.46,77.72,3.85,70.5,-4.52,-1.17,26.71,0.66,238.25,222.06,2.13,0.38
2008,Idaho,81.29,6.2,19.14,16.3,11.05,0.23,,0.22,57.59,101.95,20.61,0.4,0.38,0.45,77.66,3.66,74.06,-5.21,-2.27,26.67,-0.89,240.19,217.25,2.12,0.38
2009,Idaho,78.28,6.26,18.48,15.64,10.63,0.22,,0.2,58.27,101.91,20.55,0.41,0.39,0.47,77.69,4.03,75.25,-4.38,-1.75,26.71,-0.89,231.94,199.94,2.0,0.38
2010,Idaho,76.73,6.13,17.53,15.3,10.48,0.2,,0.2,62.72,102.23,20.62,0.38,0.37,0.45,77.55,3.91,76.38,-4.23,-1.63,26.72,-0.5,226.12,199.5,2.04,0.38
2011,Idaho,77.63,6.38,17.67,15.48,10.58,0.22,,0.21,59.73,102.23,20.62,0.38,0.36,0.43,77.62,3.85,75.81,-4.67,-1.95,26.72,-0.63,232.94,216.69,2.13,0.38
2012,Idaho,79.33,5.73,19.12,15.87,10.77,0.23,,0.2,54.44,101.28,20.46,0.39,0.38,0.44,77.66,3.91,72.06,-4.31,-1.06,26.68,0.74,228.06,212.12,2.22,0.39
2013,Idaho,79.74,6.01,19.36,15.95,10.83,0.22,,0.2,53.27,102.26,20.6,0.39,0.38,0.45,77.76,3.85,71.75,-4.65,-1.49,26.73,0.11,245.0,226.0,2.05,0.38
2014,Idaho,80.13,5.91,19.11,15.92,10.96,0.23,,0.21,57.74,102.8,20.64,0.41,0.39,0.48,77.72,4.27,75.88,-3.19,-0.56,26.73,0.55,239.94,222.19,2.08,0.37
2015,Idaho,78.86,5.8,19.27,15.72,10.69,0.22,,0.19,54.55,101.9,20.47,0.41,0.38,0.46,77.77,4.27,70.94,-3.07,0.12,26.73,1.68,236.0,213.75,2.05,0.38
